,query,intent,,
2566,Please advise me on the current status of my loan application.,loan_inquiry,,
2567,DID I ORDER 100 TACOS LAST NIGHT,transaction_query,,
2568,how to get ur rewards card?,credi_card_application,,
2569,got a text ??out suspicious activity??eal??,fraud_report,,
2570,How do I begin da process 2 get a loan?,loan_inquiry,,
2571,"yo, can ya fill me in on ma loan app stat?",loan_inquiry,,
2572,last spend? sweats nervously,transaction_query,,
2573,I?? like to compare your interest-only versus principal-and-interest loans.,loan_inquiry,,
2574,last payment??hy?? it pending??,transaction_query,,
2575,Could you advise on your vacation home mortgage programs?,loan_inquiry,,
2576,got any car/home/student loans?,loan_inquiry,,
2577,Could you kindly elucidate the process for your loan application?,loan_inquiry,,
2578,"yo, let me know if my loan app?? on the move.",loan_inquiry,,
2579,atm scanned card twice,fraud_report,,
2580,why?? my card on strike? declined,transaction_query,,
2581,pls tell me loan stuff,loan_inquiry,,
2582,Some random charge just popped up. Explain??,fraud_report,,
2583,"Yo, did the last one go okay?",transaction_query,,
2584,check washin?? drainin my acc??elp!!,fraud_report,,
2585,"A check was cashed for $1,000 without my approval.",fraud_report,,
2586,I jus been taken advantage of??lz help.,fraud_report,,
2587,I would be grateful if you could confirm whether I qualify for a loan.,loan_inquiry,,
2588,can i apply by mail?,loan_inquiry,,
2589,Please let me know if my loan application is complete.,loan_inquiry,,
2590,I am keen to understand your loan application procedure; your guidance would be appreciated.,loan_inquiry,,
2591,card got skimmed??harges in Mexico??,fraud_report,,
2592,$200 in Canada??idn?? travel there!!,fraud_report,,
2593,do i got what it takes 4 a loan?,loan_inquiry,,
2594,DID I ORDER FOOD AGAIN WHAT WAS IT,transaction_query,,
2595,Can you verify the monetary reserves in my savings?,balance_inquiry,,
2596,Did the last transaction finish properly?,transaction_query,,
2597,Did that last one go through clean?,transaction_query,,
2598,do i fit da loan requirements?,loan_inquiry,,
2599,can i be deemed loan ready?,loan_inquiry,,
2600,why?? my spend get blocked? smh,transaction_query,,
2601,someone?? tryna login??eset my pass now!,password_reset,,
2602,"$750 AT ""TECH WORLD""? MY LAPTOP?? FROM 2010??HAT IS WRONG WITH YOU PEOPLE??",fraud_report,,
2603,I?? checking the status of my loan??ny updates?,loan_inquiry,,
2604,What is the retained balance in my savings account?,balance_inquiry,,
2605,Please let me know about your personal and business loan options.,loan_inquiry,,
2606,Could you please outline the process for applying for a credit card?,credi_card_application,,
2607,how?? my transac get declin? confused,transaction_query,,
2608,Could this be a mistake or is it actual fraud?,fraud_report,,
2609,spend rejected. explain pls.,transaction_query,,
2610,what?? the url 4 loan apply?,loan_inquiry,,
2611,atm didn?? return card or cash,fraud_report,,
2612,Ur loans 2day pls sent.,loan_inquiry,,
2613,my check?? date was changed??raud!!,fraud_report,,
2614,check that transac i just did k,transaction_query,,
2615,can i edit my card application?,credi_card_application,,
2616,pls reset???? too old for this,password_reset,,
2617,why?? my check bounce? Fraud charges!!,fraud_report,,
2618,do somethin??y $$$?? vanishin!!,fraud_report,,
2619,Please help me regain access by resetting my password.,password_reset,,
2620,stop dis payment ASAP,fraud_report,,
2621,I?? concerned about a check withdrawal I didn?? request.,fraud_report,,
2622,"hey, my loan app still under review?",loan_inquiry,,
2623,I am interested in determining my qualification for debt consolidation.,loan_inquiry,,
2624,bet this fraud no cap,fraud_report,,
2625,Could you elaborate on your construction loan offerings?,loan_inquiry,,
2626,last transction??m i broke yet?,transaction_query,,
2627,"Hey, some1 called sayin they??e from my bank?? tech team, wut?? that?",fraud_report,,
2628,did u get my papers?,loan_inquiry,,
2629,What eligibility criteria must I meet before applying for your credit card?,credi_card_application,,
2630,Who received the funds from my last payment?,transaction_query,,
2631,what?? up with my transacshun failin??,transaction_query,,
2632,What?? the name of the place I transacted with last?,transaction_query,,
2633,charge from ??OPE CORP??€?HAT IS THAT,transaction_query,,
2634,Did the previous payment finalize successfully?,transaction_query,,
2635,Can you tell me when my last transaction went through?,transaction_query,,
2636,"yo, what's the mov on a credit card application?",credi_card_application,,
2637,Could you outline the process for adding supplementary cards to my account?,credi_card_application,,
2638,Someone better call me back!,fraud_report,,
2639,Please advise on how to initiate the process for a new credit card application.,credi_card_application,,
2640,atm fake wrap on reader,fraud_report,,
2641,Could you explain how to apply for a holiday bonus loan?,loan_inquiry,,
2642,The last payment I made??ho was the recipient?,transaction_query,,
2643,"My pass ain?? work, help me pls",password_reset,,
2644,Please describe your secured loan solutions.,loan_inquiry,,
2645,Please inform me about the documentation and steps required for loan application.,loan_inquiry,,
2646,how come my purchse got the boot?,transaction_query,,
2647,Kindly relay the balance of my savings reserves.,balance_inquiry,,
2648,can i get the nod 4 a loan?,loan_inquiry,,
2649,"Can you tell me when I did my last trans, like exact time and date?",transaction_query,,
2650,"yo, can u give me the rundown on a credit card appl?",credi_card_application,,
2651,I wish to know if my financial history qualifies me for a loan.,loan_inquiry,,
2652,last purchase? i forgot lol,transaction_query,,
2653,This fraud cleaned me out! Return it!,fraud_report,,
2654,What?? ur loan choices?,loan_inquiry,,
2655,check my last transac quickkk,transaction_query,,
2656,transacshun deets??AST ONE RN,transaction_query,,
2657,That transaction bypassed my usual check limits.,fraud_report,,
2658,Can you tell me about your grace period policies?,loan_inquiry,,
2659,ugh what did i even buy last,transaction_query,,
2660,fake ??icrosoft??call??rained my acc!!,fraud_report,,
2661,i?? in the red zone,fraud_report,,
2662,What loans yall giving out?,loan_inquiry,,
2663,Can you tell me when I made my last purchase?,transaction_query,,
2664,Can u hook me up with how 2 do my loan appl?,loan_inquiry,,
2665,what loan deals do u have?,loan_inquiry,,
2666,asking how 2 apply loan,loan_inquiry,,
2667,Was the last payment processed without issues?,transaction_query,,
2668,I require verification of my savings account balance.,balance_inquiry,,
2669,Ur loan category plz?,loan_inquiry,,
2670,Could you check who processed my latest transaction?,transaction_query,,
2671,my cheddar declined??hy?,transaction_query,,
2672,do i fit da profile 4 a loan?,loan_inquiry,,
2673,What loan support do you provide to startups?,loan_inquiry,,
2674,"The last one, all good or no?",transaction_query,,
2675,Would you please provide me with details on the current progress of my loan application?,loan_inquiry,,
2676,-15.75 in acnt,fraud_report,,
2677,mortgage app??ow do i do it?,loan_inquiry,,
2678,I would appreciate detailed guidance on your credit card application process.,credi_card_application,,
2679,"yo, is my loan underwrit still?",loan_inquiry,,
2680,how come my $$$ got rejected?,transaction_query,,
2681,"$2,000 TO ""CRYPTO KINGS""? I DON?? EVEN KNOW BITCOIN??Y LIFE SAVINGS ARE GONE!!",fraud_report,,
2682,Did the last one go fine or mess up?,transaction_query,,
2683,I am seeking confirmation on the current stage of processing for my loan application.,loan_inquiry,,
2684,May I request a status report on the progress of my loan application?,loan_inquiry,,
2685,Do you know when my last transaction happened?,transaction_query,,
2686,Loans u providing rite now?,loan_inquiry,,
2687,Help me out here??ow do I get my loan app in motion?,loan_inquiry,,
2688,I am writing to learn if I satisfy your loan qualification requirements.,loan_inquiry,,
2689,"yo, how do i get my credit card appl kickin'?",credi_card_application,,
2690,check deposited i didn?? authorize??cam!!,fraud_report,,
2691,overdraft again smh,fraud_report,,
2692,Can you tell me the time and date for my last purchase?,transaction_query,,
2693,WHAT DID I BUY DURING MY NAP,transaction_query,,
2694,Would you confirm whether I meet the criteria for a third-party guarantor loan?,loan_inquiry,,
2695,"hi, password reset page broken",password_reset,,
2696,Please reset my online banking credentials immediately.,password_reset,,
2697,"Can I apply for a medical practice acquisition loan, and how?",loan_inquiry,,
2698,reset my login. forgot pass.,password_reset,,
2699,Could I kno ur loans?,loan_inquiry,,
2700,am i a go 4 loan gettin'?,loan_inquiry,,
2701,any app kiosk for cc?,credi_card_application,,
2702,I would like to know the procedure for submitting a loan application.,loan_inquiry,,
2703,They fake?? me out??ls restore my funds.,fraud_report,,
2704,can i grab that scholarship loan?,loan_inquiry,,
2705,any idea how much cash i??e got left?,balance_inquiry,,
2706,bought fake concert tix online??raud!!,fraud_report,,
2707,"yo, got any info on my loan app progress?",loan_inquiry,,
2708,new password code not showin up,password_reset,,
2709,What?? the name of the vendor I paid last?,transaction_query,,
2710,how much moolah in the checking acc smh,balance_inquiry,,
2711,sup with my loan app? it goin somewhere?,loan_inquiry,,
2712,file a fraud claim for me ASAP!!,fraud_report,,
2713,"Hey, do you know when my last payment was made?",transaction_query,,
2714,purchse history??AST ITEM PLS,transaction_query,,
2715,Can you tell me when the last time I transacted was?,transaction_query,,
2716,"hey, how do i apply 4 a loan?",loan_inquiry,,
2717,atm charged??didn?? give?,fraud_report,,
2718,Plz explain ur loan types.,loan_inquiry,,
2719,"yo, any progress on my loan app yet?",loan_inquiry,,
2720,I am interested in learning whether I meet your loan qualification standards; could you assist?,loan_inquiry,,
2721,why?? my latest purchse getting rejected smh,transaction_query,,
2722,"overdraft alert, smh",fraud_report,,
2723,fake checks with my acc info??hut it down!!,fraud_report,,
2724,what?? the deal with my spend failin?,transaction_query,,
2725,Could you kindly guide me through the official process for applying for a loan?,loan_inquiry,,
2726,why ain?? y??ll stoppin these charges??,fraud_report,,
2727,not likin this one bit,fraud_report,,
2728,Would you kindly provide a status update on my loan application progress?,loan_inquiry,,
2729,atm didn?? spit receipt,fraud_report,,
2730,"Heyyy, did that last transaction work out or not?",transaction_query,,
2731,do my creds seal it 4 a loan?,loan_inquiry,,
2732,"WHO?? ""MYSTERY SHOPPER""? I DIDN?? SPEND $400????LL SLEEPING ON THE JOB??",fraud_report,,
2733,Could you please inform me about the processing timeline for a credit card application?,credi_card_application,,
2734,"Last trans, smooth or a mess?",transaction_query,,
2735,"$500 AT ""GAMING GALORE""? MY KID?? 2 YEARS OLD??HO?? RUNNING THIS SCAM??",fraud_report,,
2736,I think I got scamd,fraud_report,,
2737,Can you let me know if my profile is in line with your loan qualification standards?,loan_inquiry,,
2738,why?? my card actin up? need answers,transaction_query,,
2739,"portal says reset failed, assist pls",password_reset,,
2740,Did the previous transaction work as intended?,transaction_query,,
2741,want debt consol loan??ow apply?,loan_inquiry,,
2742,Would it be possible to clarify the steps required to initiate a loan application?,loan_inquiry,,
2743,is my checking acc alive? spill the tea,balance_inquiry,,
2744,Who?? listed as the business for my latest spend?,transaction_query,,
2745,can i get a student loan here?,loan_inquiry,,
2746,Who?? the business that received my last payment?,transaction_query,,
2747,app froze mid-reset??m i locked out??,password_reset,,
2748,subscription I canceled still chargin??raud!!,fraud_report,,
2749,Do you not understand urgency? SAVINGS. NOW.,balance_inquiry,,
2750,loan decision yet?,loan_inquiry,,
2751,thought it was Apple support??otal scam!!,fraud_report,,
2752,What is the application process for a manufactured home loan?,loan_inquiry,,
2753,I saw a check written to ??ash??that I didn?? approve.,fraud_report,,
2754,I would appreciate confirmation of my eligibility for a personal line of credit.,loan_inquiry,,
2755,I would like to understand how to initiate a loan application.,loan_inquiry,,
2756,Please guide me on how to withdraw an application if needed.,credi_card_application,,
2757,"When did I last trans, got the date and time?",transaction_query,,
2758,Can you get me the time and date of my last payment?,transaction_query,,
2759,How may I get started with the loan application process?,loan_inquiry,,
2760,Check sum unauthorized scam activity??lz fix!,fraud_report,,
2761,how come my greens got blocked?,transaction_query,,
2762,Can you give me the exact time and date of my last trans?,transaction_query,,
2763,pls fix my pass. ty.,password_reset,,
2764,"popup says ??ALL to remove virus,??bull",fraud_report,,
2765,acct empty and red zone,fraud_report,,
2766,something up for real,fraud_report,,
2767,I cannot log in; please reset my password now.,password_reset,,
2768,woke up 2 dis mess smh,fraud_report,,
2769,looks sus ngl,fraud_report,,
2770,"Yo, do you know when I made the last transaction?",transaction_query,,
2771,Could you detail your mid-term loan offerings?,loan_inquiry,,
2772,Can you find out the time and date of my last trans?,transaction_query,,
2773,"hey, let me know if my loan app got any new stat.",loan_inquiry,,
2774,smh i?? broke af,fraud_report,,
2775,any feedback on my loan app?,loan_inquiry,,
2776,Could you please advise me on the current status of my loan application and the remaining steps?,loan_inquiry,,
2777,Did that last thing pass or fail?,transaction_query,,
2778,"$450 AT ""FITNESS FREAK""? I HATE GYMS??EVERSE THIS OR I?? CLOSING MY ACCOUNT!",fraud_report,,
2779,Please relay the existing savings account capital.,balance_inquiry,,
2780,I?? not paying for stuff I didn?? authorize.,fraud_report,,
2781,"Random scam broke $$, need bk credit me!",fraud_report,,
2782,checked my loan file?,loan_inquiry,,
2783,mail fraud??hecks disappearin and reappearin cashed!!,fraud_report,,
2784,Was the last payment finalized without any issues?,transaction_query,,
2785,"Need da lowdown on loan apply, plz.",loan_inquiry,,
2786,why?? my card say nooo?,transaction_query,,
2787,"saw ??ecurityaudit.exe??window, freaky",fraud_report,,
2788,Could you explain how to apply for a debt consolidation line of credit?,loan_inquiry,,
2789,The latest charge??hat?? the payee?? name?,transaction_query,,
2790,Do ur loans require docs?,loan_inquiry,,
2791,u got a sec to chk loan?,loan_inquiry,,
2792,I just got a notification about a purchase I didn?? make.,fraud_report,,
2793,do i meet payday alt criteria?,loan_inquiry,,
2794,any docs missing from my cc app?,credi_card_application,,
2795,can i get pre-qualified 4 loan?,loan_inquiry,,
2796,Please state the current savings account valuation.,balance_inquiry,,
2797,Who?? the merchant for my latest payment?,transaction_query,,
2798,can i clear da loan bar?,loan_inquiry,,
2799,where in process is my loan?,loan_inquiry,,
2800,Would you please list your current loan offerings?,loan_inquiry,,
2801,that aint a valid purchase,fraud_report,,
2802,Please outline the application process for a healthcare facility loan.,loan_inquiry,,
2803,atm gave me $100 less than i chose,fraud_report,,
2804,"dude called sayin he?? from apple, scam?",fraud_report,,
2805,did my purchse gett declin? why,transaction_query,,
2806,Could you advise on selecting the right loan based on my needs?,loan_inquiry,,
2807,"Can you tell me when I made the last transaction, time and date?",transaction_query,,
2808,got a fake call ??rom bank??€?ow fraud charges,fraud_report,,
2809,cant remember my pass??alp me get back in!,password_reset,,
2810,think i?? bein scammed??ls help,fraud_report,,
2811,"acct -3.60, fix pls",fraud_report,,
2812,bro fix my neg bal,fraud_report,,
2813,Can you provide a checklist of items needed for my credit card application?,credi_card_application,,
2814,"unauthorized atm withdrawl, help",fraud_report,,
2815,Please let me know if you require a co-applicant for certain card types.,credi_card_application,,
2816,I feel scammed by my own bank.,fraud_report,,
2817,I need the name of the vendor from my latest payment.,transaction_query,,
2818,How do I apply for emergency relief financing?,loan_inquiry,,
2819,"let me know whatchu got on my loan app upd8, plz.",loan_inquiry,,
2820,Could you kindly provide policy details and the steps necessary for a credit card application?,credi_card_application,,
2821,Can someone explain what this charge is for? I?? confused.,fraud_report,,
2822,no way i spent that much lol,fraud_report,,
2823,Can you please review my application and advise if I satisfy the loan requirements?,loan_inquiry,,
2824,Would you please provide a brief update on the current status of my loan application?,loan_inquiry,,
2825,"im tryna get a credit card, so where do i start an appl?",credi_card_application,,
2826,Is my savings account even updating?! I NEED NUMBERS!,balance_inquiry,,
2827,"hey, can u tell me what steps are involved in a credit card appl?",credi_card_application,,
2828,I have forgotten my password; please send me a reset link.,password_reset,,
2829,Who received the funds in my last transaction?,transaction_query,,
2830,when do i hear bout my loan?,loan_inquiry,,
2831,I would like to change my password; kindly guide me.,password_reset,,
2832,What credit products are currently available?,loan_inquiry,,
2833,Can you get me the date and time for my last payment?,transaction_query,,
2834,I?? considering borrowing??hat loan types do you support?,loan_inquiry,,
2835,loan stuff for car?,loan_inquiry,,
2836,What time and date was my last payment made at?,transaction_query,,
2837,"Just got scammed, need my cash bak!",fraud_report,,
2838,what?? that $20 i spent on??,transaction_query,,
2839,Did that last payment go as planned?,transaction_query,,
2840,overdraft hit me again,fraud_report,,
2841,fee is so unfair,fraud_report,,
2842,Please inform me whether I qualify for an unsecured loan.,loan_inquiry,,
2843,"CHARGES TO ""SCAM CENTRAL""? I?? FILING A LAWSUIT??ET MY MONEY BACK NOW!!",fraud_report,,
2844,Did the most recent transaction go through correctly?,transaction_query,,
2845,Please assist me in disputing a charge I did not authorize.,fraud_report,,
2846,transac NOW PLS I?? NOT JOKIN,transaction_query,,
2847,Can u giv consumer loan?,loan_inquiry,,
2848,paid a ??nfluencer??€?ow they ghosted!!,fraud_report,,
2849,recent transac? existential crisis,transaction_query,,
2850,yoo this fishy af,fraud_report,,
2851,Scam on my account! Funds recovery plz!,fraud_report,,
2852,"atm swipe, then acct drained",fraud_report,,
2853,"atm error codes, no help",fraud_report,,
2854,my charge got clapped??hy bruh?,transaction_query,,
2855,"yo, need new pass, old one dead",password_reset,,
2856,my purchse got axed??ny reason?,transaction_query,,
2857,Could you verify that my financial criteria align with the standards for loan eligibility?,loan_inquiry,,
2858,overdraft kills me,fraud_report,,
2859,"Last pay, all clear or did it fail?",transaction_query,,
2860,I?? exploring vehicle financing??hat options do you provide?,loan_inquiry,,
2861,"hey, deets on how to submit a credit card appl, plz.",credi_card_application,,
2862,do i pass da loan test?,loan_inquiry,,
2863,why?? my balance ZERO??,fraud_report,,
2864,someone?? messin with my direct deposits!!,fraud_report,,
2865,WHY IS THIS TAKING SO LONG? SAVINGS. NOW.,balance_inquiry,,
2866,"hey, loan app still alive?",loan_inquiry,,
2867,this random af,fraud_report,,
2868,Please advise me on how to initiate an application for your credit card.,credi_card_application,,
2869,Can you explain how to apply for a condominium mortgage?,loan_inquiry,,
2870,I seek detailed instructions on how to apply for a loan from your institution.,loan_inquiry,,
2871,bruh my checkbook?? gone??raud checks everywhere!!,fraud_report,,
2872,"yo, am i mid in da process with my loan app?",loan_inquiry,,
2873,I?? reviewing all checks for unauthorized items.,fraud_report,,
2874,Please conduct a secure password reset for my account.,password_reset,,
2875,"""HOW MUCH IS IN THERE? I NEED IT NOW, NOT LATER!""",balance_inquiry,,
2876,how do i get approved for loan?,loan_inquiry,,
2877,"yo, what's next 2 start a credit card application?",credi_card_application,,
2878,acc balance pls! puppy dog eyes,balance_inquiry,,
2879,how much cashola in my account?,balance_inquiry,,
2880,What?? the name of the place I paid last?,transaction_query,,
2881,DID I ACCIDENTALLY BUY A CAR,transaction_query,,
2882,Why is this impossible? SAVINGS. ACCOUNT. NUMBERS.,balance_inquiry,,
2883,i??e tried 10 times??ls reset my pass!!,password_reset,,
2884,who?? creatin counterfeit checks with my name??,fraud_report,,
2885,what personal loan plans?,loan_inquiry,,
2886,how long 2 get approved?,credi_card_application,,
2887,May I please have the most current update on my loan application at this time?,loan_inquiry,,
2888,what?? the process to get credit?,loan_inquiry,,
2889,"yo, what?? goin on with my loan app?",loan_inquiry,,
2890,"Can you give me the details of the last trans, like date and time?",transaction_query,,
2891,"they say my email?? hacked, give us remote ctrl",fraud_report,,
2892,checkin acc numbers pls! panic mode,balance_inquiry,,
2893,latest charge pls i?? freakin out,transaction_query,,
2894,cashier at atm looked sketchy,fraud_report,,
2895,fraud check put into my acc??ow it?? overdrawn!!,fraud_report,,
2896,my kid ain?? buy $200 Robux??ock the card!,fraud_report,,
2897,Where did this charge even come from??,fraud_report,,
2898,DID I SPEND $100 ON CAT SOCKS,transaction_query,,
2899,"my pw expired, how reset it?",password_reset,,
2900,acct in red??elp me,fraud_report,,
2901,I want a refund NOW.,fraud_report,,
2902,Did the last transaction go through correctly?,transaction_query,,
2903,Can you inform me if my loan application is currently being processed?,loan_inquiry,,
2904,get my money back plz,fraud_report,,
2905,Who?? the payee listed for my last payment?,transaction_query,,
2906,"hey, let me know if my loan app got any news.",loan_inquiry,,
2907,How do I get my paperwork 4 a loan done?,loan_inquiry,,
2908,last purchse deets before i scream,transaction_query,,
2909,Please provide detailed information on the steps for applying for a credit card.,credi_card_application,,
2910,I?? like confirmation of any application fees associated with your credit card.,credi_card_application,,
2911,why?? my acc showin a PayPal charge? Not me!,fraud_report,,
2912,Was the previous payment processed without any errors?,transaction_query,,
2913,"hey, any chance ya got an upd8 on my loan app sitch?",loan_inquiry,,
2914,"Sooo, did that last pay go through?",transaction_query,,
2915,"When did I last make a payment, you got the time?",transaction_query,,
2916,how can i request a new credit card?,credi_card_application,,
2917,Wot's up with applyin 4 a loan?,loan_inquiry,,
2918,Could you share the savings account balance at this time?,balance_inquiry,,
2919,last payment??hy?? it $999 tho,transaction_query,,
2920,Can y??ll check this? Looks like someone stole my info.,fraud_report,,
2921,Could you detail the remaining savings capital?,balance_inquiry,,
2922,how i get metal cc?,credi_card_application,,
2923,What is the estimated completion time for my loan review?,loan_inquiry,,
2924,"hey, what do i need 2 do for credit card appl?",credi_card_application,,
2925,How do I apply for a multi-draw construction loan?,loan_inquiry,,
2926,why?? they veto my payment?,transaction_query,,
2927,Did the recent transaction go through successfully?,transaction_query,,
2928,i need my cash,fraud_report,,
2929,atm section taped up,fraud_report,,
2930,Has the underwriting process begun for my loan application?,loan_inquiry,,
2931,What lending solutions are available for individuals?,loan_inquiry,,
2932,Did you forget me? SAVINGS BALANCE NOW OR I?? DONE!,balance_inquiry,,
2933,"WHY?? MY CARD CHARGED $1K TO ""SCAM CENTRAL""? I?? LIVING ON RAMEN!!",fraud_report,,
2934,where do i start for a cc app?,credi_card_application,,
2935,What?? the name of the business I paid last?,transaction_query,,
2936,"Did that last one actually work, no glitches?",transaction_query,,
2937,loan types? help me,loan_inquiry,,
2938,forgot my pin and password both,password_reset,,
2939,Can you explain your overdraft protection service?,loan_inquiry,,
2940,where?? the dang password reset button??,password_reset,,
2941,do i tick all boxes 4 loan?,loan_inquiry,,
2942,My account is locked; kindly initiate a password reset.,password_reset,,
2943,Why am I being charged for something I didn?? do??,fraud_report,,
2944,Could you please confirm the necessary documents for a credit card application?,credi_card_application,,
2945,Was the last transaction finalized without any problems?,transaction_query,,
2946,Did my savings disappear? TELL ME WHAT?? LEFT!,balance_inquiry,,
2947,do i fit yr borrowing profile?,loan_inquiry,,
2948,"my $ hit neg, help",fraud_report,,
2949,Could you inform me about the necessary steps for completing a loan application with your bank?,loan_inquiry,,
2950,"Last transaction, all good?",transaction_query,,
2951,What was the time and date of my last transaction?,transaction_query,,
2952,"yo, i?? tryna get an upd8 on my loan app, k?",loan_inquiry,,
2953,"Hey, what loans u do?",loan_inquiry,,
2954,how do i do the loan form?,loan_inquiry,,
2955,how do i go about a loan?,loan_inquiry,,
2956,Are there any special loans for recent graduates?,loan_inquiry,,
2957,Lemme kno wot loans w/ u.,loan_inquiry,,
2958,bank owe me refund,fraud_report,,
2959,How can I initiate an application for hurricane relief loans?,loan_inquiry,,
2960,hope u guys can stop this,fraud_report,,
2961,"$1,000 TO ""FRAUDULENT AF""? I?? CLOSING MY ACCOUNT??EVERSE THIS NOW!!",fraud_report,,
2962,"yo, let me know how to start an appl for a credit card",credi_card_application,,
2963,why?? my paper gettin rejected?,transaction_query,,
2964,Wot do u do w/ loans?,loan_inquiry,,
2965,Would you verify whether I meet the criteria for an interest-only loan?,loan_inquiry,,
2966,these charges r fake af,fraud_report,,
2967,recent transac pls i?? beggin u,transaction_query,,
2968,cc app ETA?,credi_card_application,,
2969,how come my purchse got the ick?,transaction_query,,
2970,refund dis pls,fraud_report,,
2971,"Yo, can you find the time of my last trans?",transaction_query,,
2972,payment did a 180??hy tho?,transaction_query,,
2973,what?? ur borrowing catalog?,loan_inquiry,,
2974,I am writing to request information on how to complete the credit card application form.,credi_card_application,,
2975,got QR for credit card?,credi_card_application,,
2976,May I have information on how to properly submit a loan application?,loan_inquiry,,
2977,I need written confirmation of the dispute.,fraud_report,,
2978,dey chargd me again!,fraud_report,,
2979,Kindly send me a reset link to my email address.,password_reset,,
2980,"$150 AT ""PET PARADISE""? MY CAT?? DEAD??HO?? STEALING MY MONEY??",fraud_report,,
2981,pls gimme a new pw reset link,password_reset,,
2982,will i pass debt consol screening?,loan_inquiry,,
2983,"I got played??ix the charge ASAP, pls.",fraud_report,,
2984,Could you clarify the accessible funds in my savings?,balance_inquiry,,
2985,What do I gotta do 4 a loan?,loan_inquiry,,
2986,What?? the store name from my latest account activity?,transaction_query,,
2987,"forgot pass, can?? get in",password_reset,,
2988,check i mailed got altered??raud!!,fraud_report,,
2989,How can I apply for a healthcare professional loan?,loan_inquiry,,
2990,"CHARGES TO ""VIP NONSENSE""? I?? A HERMIT??HANKS FOR THE LAUGH, SCAMMERS!!",fraud_report,,
2991,"i'm set 4 a new credit card, how d i get ma appl started?",credi_card_application,,
2992,May I learn if I satisfy the criteria for a home equity conversion mortgage (HECM)?,loan_inquiry,,
2993,Please help me understand the documentation and procedural steps for a credit card application.,credi_card_application,,
2994,how?? my last payment get rejected bruh,transaction_query,,
2995,Omg scammed! Get me my $$ back.,fraud_report,,
2996,"yo, guide me thru the credit card apply thing",credi_card_application,,
2997,"forgot my bank login pw, help!",password_reset,,
2998,transac deets RN i?? losin it,transaction_query,,
2999,how can i apply 4 a loan?,loan_inquiry,,
3000,do i score high 4 a loan?,loan_inquiry,,
3001,help me out dis sus,fraud_report,,
3002,balance pls? cricket noises,balance_inquiry,,
3003,this aint addin up...,fraud_report,,
3004,"Hey, when exactly did I make my last payment?",transaction_query,,
3005,can i say im loan qualified?,loan_inquiry,,
3006,"password not accepted, need fresh",password_reset,,
3007,Plz reverse the scam charge ASAP.,fraud_report,,
3008,You better believe I?? angry.,fraud_report,,
3009,last purchse pls before i pass out,transaction_query,,
3010,Please provide your business loan product specifications.,loan_inquiry,,
3011,Could you confirm the merchant for my latest spend?,transaction_query,,
3012,Did the last transaction finalize properly?,transaction_query,,
3013,I discovered a check posting after I reported my checkbook lost.,fraud_report,,
3014,do i meet the basic loan reqs?,loan_inquiry,,
3015,idk how this happen,fraud_report,,
3016,Was the last trans good or a fail?,transaction_query,,
3017,got mail ??out a mortgage I didn?? take??raud,fraud_report,,
3018,Did that last thing process without probs?,transaction_query,,
3019,I am writing to see if I am eligible for a loan according to your institution's guidelines.,loan_inquiry,,
3020,Please outline any special rates for nonprofit organizations.,loan_inquiry,,
3021,can i be considrd 4 a loan?,loan_inquiry,,
3022,Can you escalate this as a fraud investigation?,fraud_report,,
3023,"I am seeking an update on the progress of my loan application, if possible.",loan_inquiry,,
3024,Could you confirm whether I qualify for a syndicated loan facility?,loan_inquiry,,
3025,I?? appreciate an overview of your lending products.,loan_inquiry,,
3026,"yo, let me know da status of my loan app.",loan_inquiry,,
3027,any loan decision yet?,loan_inquiry,,
3028,Could you clarify the circumstances under which an application might be declined?,credi_card_application,,
3029,I?? like an update on the outcome of my loan application.,loan_inquiry,,
3030,they told me to clear browser cookies manually,fraud_report,,
3031,total scam im sure,fraud_report,,
3032,How do I process loan apply?,loan_inquiry,,
3033,Did the last transaction work properly?,transaction_query,,
3034,I need this charge gone. Today.,fraud_report,,
3035,Can you advise me on the steps to follow when applying for a loan through your bank?,loan_inquiry,,
3036,neg bal fee kills me,fraud_report,,
3037,What is your process for loan pre-approval?,loan_inquiry,,
3038,latest payment pls i?? shakin,transaction_query,,
3039,Would you verify whether I satisfy the criteria for a blockchain-based lending service?,loan_inquiry,,
3040,why?? my charg not workin? smh,transaction_query,,
3041,someone changed the amount on my check??raud!!,fraud_report,,
3042,Gimme loan infos plz.,loan_inquiry,,
3043,hey what kinda loans u guys got?,loan_inquiry,,
3044,fake charity check??lmost got me!!,fraud_report,,
3045,Did the transaction process without any issues?,transaction_query,,
3046,Can you list any loyalty-based loan discounts?,loan_inquiry,,
3047,Could you please let me know if I meet the criteria for a construction loan?,loan_inquiry,,
3048,"When did my last transaction happen, what time?",transaction_query,,
3049,overdraft woes galore,fraud_report,,
3050,what kinda financing do u offer?,loan_inquiry,,
3051,Loan apply process??ow d I do it?,loan_inquiry,,
3052,last transction deets asap!!!,transaction_query,,
3053,Can you ensure that my financial qualifications are in line with your loan standards?,loan_inquiry,,
3054,Could you assist me in understanding the procedure for your loan applications?,loan_inquiry,,
3055,can i chk my loan status?,loan_inquiry,,
3056,fraud checks bouncin??uinin my credit!!,fraud_report,,
3057,What is the cumulative balance in my savings as of now?,balance_inquiry,,
3058,Was the last one smooth or broken?,transaction_query,,
3059,Please advise if I fulfill the necessary prerequisites to secure a loan.,loan_inquiry,,
